X,Y,OBJECTID,LOCATION,STATION,CODE,ADDRESS,ZIP,PASS_OP,PASS_NETWO,COMM_OP,COMM_NETWO,BUS_ROUTES,TRANSIT,AIRPORT,STATION_TY,INTERMODAL,DIST,CO
-13330819.3962,4798345.7836,177,The Nugget,"SPARKS, NV",SPX,1100 Nugget Ave. (11th St. Entrance),89431, , , , ,20a, , ,2,0,0, 
-12845052.9548,4247420.1604,178,Whiskey Pete's,"PRIMM, NV",PMM,I-15 at Primm Exit,89019, , , , ,9, , ,2,0,0, 
-12818163.0405,4324044.4542,179,Greyhound Depot (Door 6),LAS VEGAS,LVS,200 South Main St.,89101, , , , ,9, , ,2,0,0, 
-13337450.4623,4797666.1026,180,Amtrak Station,"RENO, NV",RNO,280 North Center St.,89501,Amtrak,California Zephyr, , ,20a, , ,3,1,0, 
-13624698.1223,4545205.0953,181, ,22ND ST, , ,0, , ,PCJPB,Caltrain, , , ,1,0,4,SF
-13625652.9928,4538445.7095,182, ,BAYSHORE, , ,0, , ,PCJPB,Caltrain, , , ,1,0,4,SF
-13626068.1151,4530975.3825,183, ,SOUTH SAN FRANCISCO, , ,0, , ,PCJPB,Caltrain, , , ,1,0,4,SM
-13626392.4739,4526417.1997,184, ,SAN BRUNO, , ,0, , ,PCJPB,Caltrain, , , ,1,0,4,SM
-13624066.3855,4523097.641,185, ,MILLBRAE TRANSIT CENTER, , ,0, , ,PCJPB,Caltrain, , , ,1,0,4,SM
-13621383.3086,4521317.6142,186, ,BROADWAY, , ,0, , ,PCJPB,Caltrain, , , ,1,0,4,SM
-13619351.0037,4520232.7417,187, ,BURLINGAME, , ,0, , ,PCJPB,Caltrain, , , ,1,0,4,SM
-13617058.8206,4518636.37,188, ,SAN MATEO, , ,0, , ,PCJPB,Caltrain, , , ,1,0,4,SM
-13615438.2686,4516492.8335,189, ,HAYWARD PARK, , ,0, , ,PCJPB,Caltrain, , , ,1,0,4,SM
-13614143.8766,4514364.4559,190, ,HILLSDALE, , ,0, , ,PCJPB,Caltrain, , , ,1,0,4,SM
-13611718.2664,4511968.3228,191, ,BELMONT, , ,0, , ,PCJPB,Caltrain, , , ,1,0,4,SM
-13609901.6139,4510053.2052,192, ,SAN CARLOS, , ,0, , ,PCJPB,Caltrain, , , ,1,0,4,SM
-13606792.3679,4507060.3253,193, ,REDWOOD CITY, , ,0, , ,PCJPB,Caltrain, , , ,1,0,4,SM
-13602998.547,4504038.4701,194, ,ATHERTON, , ,0, , ,PCJPB,Caltrain, , , ,1,0,4,SM
-13601360.2195,4502738.477,195, ,MENLO PARK, , ,0, , ,PCJPB,Caltrain, , , ,1,0,4,SM
-13599347.5675,4501091.4064,196, ,PALO ALTO, , ,0, , ,PCJPB,Caltrain, , , ,1,0,4,SCL
-13589519.4085,4494259.5514,197, ,MOUNTAIN VIEW, , ,0, , ,PCJPB,Caltrain, , , ,1,0,4,SCL
-13584475.8721,4492036.5289,198, ,SUNNYVALE, , ,0, , ,PCJPB,Caltrain, , , ,1,0,4,SCL
-13580667.9072,4490883.4797,199, ,LAWRENCE, , ,0, , ,PCJPB,Caltrain, , , ,1,0,4,SCL
-13573927.9129,4488491.0327,200, ,SANTA CLARA, , ,0, , ,"PCJPB,SJRRC","ACE,Caltrain", , , ,1,0,4,SCL
-13571563.4169,4487024.1932,201, ,COLLEGE PARK, , ,0, , ,PCJPB,Caltrain, , , ,1,0,4,SCL
-13570190.026,4485253.8092,202, ,SAN JOSE DIRIDON, , ,0, , ,"PCJPB,SJRRC","ACE,Caltrain", , , ,1,0,4,SCL
-13568070.2273,4482675.9096,203, ,TAMIEN, , ,0, , ,PCJPB,Caltrain, , , ,1,0,4,SCL
-13563371.7866,4478757.272,204, ,CAPITOL, , ,0, , ,PCJPB,Caltrain, , , ,1,0,4,SCL
-13558435.9428,4474408.142,205, ,BLOSSOM HILL, , ,0, , ,PCJPB,Caltrain, , , ,1,0,4,SCL
-13537679.5492,4451236.0319,206, ,SAN MARTIN, , ,0, , ,PCJPB,Caltrain, , , ,1,0,4,SCL
-13596766.724,4499103.2934,207, ,CALIFORNIA AVENUE, , ,0, , ,PCJPB,Caltrain, , , ,1,0,4,SCL
-13624924.8004,4547914.258,208, ,SAN FRANCISCO, , ,0, , ,PCJPB,Caltrain, , , ,1,0,4,SF
-13592946.1701,4496061.831,209, ,SAN ANTONIO, , ,0, , ,PCJPB,Caltrain, , , ,1,0,4,SCL
-13598392.9139,4500391.3535,210, ,STANFORD STADIUM, , ,0, , ,PCJPB,Caltrain, , , ,1,0,4,SCL
-13498989.9955,4550989.3641,211, ,Lathrop/Manteca, , ,0, , ,SJRRC,ACE, , , ,1,0,10,SJ
-13500712.0645,4573294.3049,212, ,Stockton, , ,0, , ,SJRRC,ACE, , , ,1,0,10,SJ
-13612520.0187,4561650.128,213, ,NORTH BERKELEY, , ,0, , ,BART,BART, , , ,1,0,4,ALA
-13610839.2788,4561033.621,214, ,DOWNTOWN BERKELEY, , ,0, , ,BART,BART, , , ,1,0,4,ALA
-13611047.382,4558709.6426,215, ,ASHBY, , ,0, , ,BART,BART, , , ,1,0,4,ALA
-13609005.6069,4557483.4734,216, ,ROCKRIDGE, , ,0, , ,BART,BART, , , ,1,0,4,ALA
-13610713.5884,4555255.7622,217, ,MACARTHUR, , ,0, , ,BART,BART, , , ,1,0,4,ALA
-13610854.5314,4552348.6715,218, ,19TH STREET/OAKLAND, , ,0, , ,BART,BART, , , ,1,0,4,ALA
-13613805.8573,4551856.1925,219, ,WEST OAKLAND, , ,0, , ,BART,BART, , , ,1,0,4,ALA
-13611252.0752,4551576.2138,220, ,12TH ST/OAKLAND CITY CENTER, , ,0, , ,BART,BART, , , ,1,0,4,ALA
-13610537.7505,4550883.966,221, ,LAKE MERRITT, , ,0, , ,BART,BART, , , ,1,0,4,ALA
-13605935.3794,4547627.3924,222, ,FRUITVALE, , ,0, , ,BART,BART, , , ,1,0,4,ALA
-13602927.866,4544712.76,223, ,COLISEUM/OAKLAND AIRPORT (OAK), , ,0, , ,BART,BART, , , ,1,0,4,ALA
-13598904.0477,4540254.7469,224, ,SAN LEANDRO, , ,0, , ,BART,BART, , , ,1,0,4,ALA
-13595122.1158,4536789.7511,225, ,BAY FAIR, , ,0, , ,BART,BART, , , ,1,0,4,ALA
-13589484.4363,4535826.0193,226, ,CASTRO VALLEY, , ,0, , ,BART,BART, , , ,1,0,4,ALA
-13590685.3953,4532929.6312,227, ,HAYWARD, , ,0, , ,BART,BART, , , ,1,0,4,ALA
-13587327.2202,4527918.4372,228, ,SOUTH HAYWARD, , ,0, , ,BART,BART, , , ,1,0,4,ALA
-13582887.1208,4521788.9137,229, ,UNION CITY, , ,0, , ,BART,BART, , , ,1,0,4,ALA
-13578490.2737,4517233.7293,230, ,FREMONT, , ,0, , ,BART,BART, , , ,1,0,4,ALA
-13574937.6254,4582098.0942,231, ,PITTSBURG/BAY POINT, , ,0, , ,BART,BART, , , ,1,0,4,CC
-13583718.5423,4579870.3971,232, ,NORTH CONCORD/MARTINEZ, , ,0, , ,BART,BART, , , ,1,0,4,CC
-13584253.6003,4575529.4706,233, ,CONCORD, , ,0, , ,BART,BART, , , ,1,0,4,CC
-13616254.4194,4568862.1327,234, ,EL CERRITO DEL NORTE, , ,0, , ,BART,BART, , , ,1,0,4,CC
-13587213.4607,4569273.4549,235, ,PLEASANT HILL/CONTRA COSTA CEN, , ,0, , ,BART,BART, , , ,1,0,4,CC
-13614252.576,4565676.8017,236, ,EL CERRITO PLAZA, , ,0, , ,BART,BART, , , ,1,0,4,CC
-13588489.9419,4566020.4986,237, ,WALNUT CREEK, , ,0, , ,BART,BART, , , ,1,0,4,CC
-13594979.1326,4564305.0119,238, ,LAFAYETTE, , ,0, , ,BART,BART, , , ,1,0,4,CC
-13601411.2291,4562358.3195,239, ,ORINDA, , ,0, , ,BART,BART, , , ,1,0,4,CC
-13625064.0932,4550256.0864,240, ,EMBARCADERO, , ,0, , ,BART,BART, , , ,1,0,4,SF
-13625677.0869,4549645.3222,241, ,MONTGOMERY STREET, , ,0, , ,BART,BART, , , ,1,0,4,SF
-13626265.2715,4549065.4435,242, ,POWELL STREET, , ,0, , ,BART,BART, , , ,1,0,4,SF
-13627084.6878,4548247.8599,243, ,CIVIC CENTER/ UN PLAZA, , ,0, , ,BART,BART, , , ,1,0,4,SF
-13627671.5766,4546237.1329,244, ,16TH STREET & MISSION, , ,0, , ,BART,BART, , , ,1,0,4,SF
-13627543.3227,4544561.131,245, ,24TH STREET & MISSION, , ,0, , ,BART,BART, , , ,1,0,4,SF
-13629286.0779,4541794.4018,246, ,GLEN PARK, , ,0, , ,BART,BART, , , ,1,0,4,SF
-13630752.0034,4540172.4605,247, ,BALBOA PARK, , ,0, , ,BART,BART, , , ,1,0,4,SF
-13633149.5805,4538079.9999,248, ,DALY CITY, , ,0, , ,BART,BART, , , ,1,0,4,SM
-13632875.2002,4534967.0093,249, ,COLMA, , ,0, , ,BART,BART, , , ,1,0,4,SM
-13627245.4548,4528318.7775,250, ,SAN BRUNO, , ,0, , ,BART,BART, , , ,1,0,4,SM
-13624512.5702,4525360.8802,251, ,SFO INTERNATIONAL AIRPORT, , ,0, , ,BART,BART, , , ,1,0,4,SM
-13624035.5796,4523119.5097,252, ,MILLBRAE, , ,0, , ,BART,BART, , , ,1,0,4,SM
-13630409.2329,4532111.4572,253, ,SOUTH SAN FRANCISCO, , ,0, , ,BART,BART, , , ,1,0,4,SM
-13572923.9405,4537114.6747,254, ,WEST DUBLIN/PLEASANTON, , ,0, , ,BART,BART, , , ,1,0,4,ALA
-13049498.2141,3882470.0933,255, ,Sorrento Valley, , ,0, , ,Coaster,Coaster, , , ,1,0,11,SD
-13063445.7717,3916669.635,256, ,Carlsbad Village, , ,0, , ,Coaster,Coaster, , , ,1,0,11,SD
-13059895.7932,3909747.6192,257, ,Carlsbad Poinsettia, , ,0, , ,Coaster,Coaster, , , ,1,0,11,SD
-13057011.3788,3901532.4601,258, ,Encinitas, , ,0, , ,Coaster,Coaster, , , ,1,0,11,SD
-13269838.0822,4062542.2286,259, ,East Ventura, , ,0, , ,Metrolink,Ventura County Line, , , ,1,0,7,VEN
-13107925.8782,4036690.6246,260, ,Downtown Pomona, , ,0, , ,Metrolink,Riverside Line, , , ,1,0,7,LA
-13194136.6012,4084449.1038,261, ,Santa Clarita, , ,0, , ,Metrolink,Antelope Valley Line, , , ,1,0,7,LA
-13151710.5491,4027587.0606,262, ,Commerce, , ,0, , ,Metrolink,Orange County Line, , , ,1,0,7,LA
-13142379.9527,4017559.7929,263, ,Norwalk/ Santa Fe Springs, , ,0, , ,Metrolink,"91 Line,Orange County Line", , , ,1,0,7,LA
-13154804.6578,4037123.1902,264, ,Cal State LA, , ,0, , ,Metrolink,San Bernardino Line, , , ,1,0,7,LA
-13139630.2447,4039105.9351,265, ,El Monte, , ,0, , ,Metrolink,San Bernardino Line, , , ,1,0,7,LA
-13130993.1085,4040400.4795,266, ,Baldwin Park, , ,0, , ,Metrolink,San Bernardino Line, , , ,1,0,7,LA
-13123324.3578,4041175.6148,267, ,Covina, , ,0, , ,Metrolink,San Bernardino Line, , , ,1,0,7,LA
-13108209.0626,4041373.6907,268, ,Pomona (North), , ,0, , ,Metrolink,San Bernardino Line, , , ,1,0,7,LA
-13170536.7864,4052871.0658,269, ,Downtown Burbank, , ,0, , ,Metrolink,"Antelope Valley Line,Burbank-Bob Hope Airport,Ventura County Line", , , ,1,0,7,LA
-13185828.2015,4068159.2028,270, ,Sylmar/San Fernando, , ,0, , ,Metrolink,Antelope Valley Line, , , ,1,0,7,LA
-13196375.8283,4059817.1087,271, ,Northridge, , ,0, , ,Metrolink,Ventura County Line, , , ,1,0,7,LA
-13187988.0208,4083825.4169,272, ,Via Princessa, , ,0, , ,Metrolink,Antelope Valley Line, , , ,1,0,7,LA
-13119836.0426,4000487.739,273, ,Orange, , ,0,Amtrak,Pacific Surfliner,Metrolink,"Inland Empire-Orange County Line,Orange County Line", ,OCTA, ,4,1,12,ORA
-13117951.756,4009258.8592,274, ,Anaheim Canyon, , ,0, , ,Metrolink,Inland Empire-Orange County Line, , , ,1,0,12,ORA
-13114095.1045,3989669.598,275, ,Tustin, , ,0, , ,Metrolink,"Inland Empire-Orange County Line,Orange County Line", , , ,1,0,12,ORA
-13148858.8919,4095851.3795,276, ,Vincent Grade/Acton, , ,0, , ,Metrolink,Antelope Valley Line, , , ,1,0,7,LA
-13149702.0519,4029754.7349,277, ,Montebello/ Commerce, , ,0, , ,Metrolink,Riverside Line, , , ,1,0,7,LA
-13101821.6293,4041420.2554,278, ,Montclair, , ,0, , ,Metrolink,San Bernardino Line, , , ,1,0,8,SBD
-13096460.0331,4041488.4975,279, ,Upland, , ,0, , ,Metrolink,San Bernardino Line, , , ,1,0,8,SBD
-13086698.8259,4041146.1171,280, ,Rancho Cucamonga, , ,0, , ,Metrolink,San Bernardino Line, , , ,1,0,8,SBD
-13073150.7124,4041578.3085,281, ,Fontana, , ,0, , ,Metrolink,San Bernardino Line, , , ,1,0,8,SBD
-13088903.4338,4034142.9511,282, ,East Ontario, , ,0, , ,Metrolink,Riverside Line, , , ,1,0,8,SBD
-13077407.7944,4025860.3303,283, ,Pedley, , ,0, , ,Metrolink,Riverside Line, , , ,1,0,8,RIV
-13092688.0461,4013482.2853,284, ,West Corona, , ,0, , ,Metrolink,"91 Line,Inland Empire-Orange County Line", , , ,1,0,8,RIV
-13076735.5315,4015383.3287,285, ,Riverside-La Sierra, , ,0, , ,Metrolink,"91 Line,Inland Empire-Orange County Line", , , ,1,0,8,RIV
-13177275.6442,4058706.7458,286, ,Sun Valley, , ,0, , ,Metrolink,Antelope Valley Line, , , ,1,0,7,LA
-13118521.4849,4029853.8761,287, ,Industry, , ,0, , ,Metrolink,Riverside Line, , , ,1,0,7,LA
-13065785.4066,4041797.8596,288, ,Rialto, , ,0, , ,Metrolink,San Bernardino Line, , , ,1,0,8,SBD
-13134255.2286,4012125.2964,289, ,Buena Park, , ,0, , ,Metrolink,"91 Line,Orange County Line", , , ,1,0,7,LA
-13087107.5134,4012979.9525,290, ,North Main Corona, , ,0, , ,Metrolink,"91 Line,Inland Empire-Orange County Line", , , ,1,0,8,RIV
-13099449.6589,3968925.6701,291, ,Laguna Niguel/ Mission Viejo, , ,0,Amtrak,Pacific Surfliner,Metrolink,"Inland Empire-Orange County Line,Orange County Line", ,OCTA, ,4,1,12,ORA
-13094835.9888,3952796.5882,292, ,San Clemente, , ,0, , ,Metrolink,"Inland Empire-Orange County Line,Orange County Line", , , ,1,0,12,ORA
